Lattice type, n_staples, staple_length_avg, staple_length_std, staple_max_length, staple_min_length, avg_helices_staples_pass, std_helices_staples_pass, max_helices_a_staples_pass, min_helices_staples_pass, n_helices, n_skips, n_nicks, n_co, avg_n_staple_domain, std_n_staple_domain, max_n_staple_domain, min_n_staple_domain, n_staple_with_long_domains, n_staple_with_no_long_domains, avg_n_long_domain_in_staples, std_n_long_domain_in_staples, max_n_long_domain_in_staples, min_n_long_domain_in_staples, scaf_co, staple_co, avg_n_staples_co, std_n_staples_co, max_n_staples_co, min_n_staples_co, n_all_full_co, n_all_half_co, n_all_endloops, full_scaff_co, full_staple_co, half_scaff_co, half_staple_co, scaff_endloops, staple_endloops, scaf_co_density, st_co_density, all_co_density, all_co_density_noends
Square, 191, 42.753926701570684, 7.819104859981177, 60, 28, 3.926701570680628, 0.9405741311987352, 6, 0, 80, 240, 43, 794.0, 4.612565445026178, 1.1287064433437706, 7, 2, 161, 31, 0.8429319371727748, 0.3779800135660742, 2, 0, 233.0, 561.0, 2.93717277486911, 0.9244952586345967, 5.0, 0.0, 257.0, 133, 147, 76.0, 181.0, 0, 132, 80, 67, 0.05963122793252256, 0.8363393453573814, 0.30880023044793314, 0.23593631539044732
END
